ID	CHR	MAPINFO	u.h	delta.h	sd.h	cv.h	p.h	u.c	delta.c	sd.c	cv.c	p.c	q.h	q.c	Class	nearest.gene	dis	X1	X2	X3	X4	X5	X6
cg01022219	chr18	13641735	0.617758241701186	0.376017665067592	0.125456624751113	0.203083692425746	1.94578485132358e-19	0.571338137238285	0.329597560604691	0.183182231784193	0.320619646834103	6.15622047936206e-16	1.88035537081088e-16	3.10804775546021e-14	Hot	-;ENSG00000177150;FAM210A;protein_coding	21611	0.189082153556423	2.81403690236687e-05	ENSG00000177150	0.16239050419445	2.02161137001079e-36	2.02161137001079e-36
cg01081168	chr1	212278486	0.784655423428291	0.326746934467447	0.0907364855355674	0.115638639364939	3.22901849060174e-19	0.80205681994243	0.344148330981586	0.0862572162708442	0.107545019412759	6.65731592090525e-19	1.88035537081088e-16	4.83869413476459e-16	Constitutive	+;ENSG00000143476;DTL;protein_coding	69591	0.43289304532063	0	ENSG00000143476	1.24365278326787	8.41943766155679e-29	8.41943766155679e-29
cg01381846	chr7	27204785	0.574246660142127	0.315675189427158	0.134229996594451	0.233749721001823	1.72118348133677e-18	0.63511496702916	0.376543496314191	0.139099319127151	0.219014393217353	2.48076853639313e-18	2.86308498754997e-16	7.55804300281958e-16	Constitutive	-;ENSG00000257184;HOXA10-HOXA9;protein_coding	1631	0.121517103968611	0.00731963412893347	ENSG00000257184	Inf	1.02597535673724e-88	1.02597535673724e-88
cg01518607	chr6	27235891	0.624148052736249	0.396412111655874	0.143752663550901	0.230318212034297	3.9335596186538e-19	0.722780398336265	0.49504445725589	0.151770864398562	0.20998198726462	2.74248779043103e-18	1.88827433476069e-16	7.89392025230425e-16	Constitutive	-;ENSG00000158553;POM121L2;protein_coding	17791	0.146855303540932	0.00116723464219966	ENSG00000158553	2.58682392801681	2.03145866430567e-36	2.03145866430567e-36
cg01571001	chr3	128215433	0.650053805989595	0.334486094799657	0.137570981435563	0.211630145332562	2.42644590821177e-18	0.677620558482585	0.362052847292647	0.176487939989795	0.260452457913924	3.01100252316052e-15	3.36967145384255e-16	1.12335410167254e-13	Hot	-;ENSG00000179348;GATA2;protein_coding	17163	0.0918561483645418	0.0429915808551566	ENSG00000179348	-0.845565838130053	4.26090010175056e-28	4.26090010175056e-28
cg01701649	chr16	48589954	0.659306919732181	0.322823777383056	0.0978381008996625	0.148395380014221	1.24948131061025e-19	0.690428432566635	0.35394529021751	0.131232788137952	0.190074426179264	1.30889755221897e-17	1.88035537081088e-16	1.89893226747108e-15	Constitutive	-;ENSG00000102921;N4BP1;protein_coding	17317	-0.216687404396712	1.50859608790718e-06	ENSG00000102921	-0.303175786025236	2.00089181914065e-36	2.00089181914065e-36
cg01708273	chr2	176974060	0.520955350957089	0.334846277844057	0.123565942386412	0.23719104172632	1.24946529889557e-19	0.59365174960267	0.407542676489639	0.152575244368441	0.257011361409377	7.37183876029067e-19	1.88035537081088e-16	4.90710473713365e-16	Hot	+;ENSG00000128710;HOXD10;protein_coding	542	0.0757157205505475	0.0954588084196503	ENSG00000128710	0.878205556262878	1.59275925339042e-15	1.59275925339042e-15
cg01817364	chr5	43037411	0.687281677305671	0.307328097884358	0.163804606294904	0.238336931863312	2.47615491986473e-15	0.642616925965913	0.262663346544601	0.238862242115766	0.37170238203224	1.96144949222191e-08	5.83240141740246e-14	1.26417609375914e-07	Hot	-;ENSG00000177721;ANXA2R;protein_coding	1924	-0.181491752342109	5.87750720884676e-05	ENSG00000177721	0.43932338817441	1.57830011256576e-21	1.57830011256576e-21
cg02034689	chr5	54518136	0.622273199362797	0.343565900369266	0.103074021040552	0.165641106102751	1.06945920556749e-19	0.69712491795544	0.418417618961909	0.111741514631132	0.160289084141265	1.49650174383941e-19	1.88035537081088e-16	4.46906785933953e-16	Constitutive	-;ENSG00000234602;MCIDAS;protein_coding	2744	0.288990439306016	8.38271040897777e-11	ENSG00000234602	2.32574604042503	0.0252527375570011	0.0252527375570011
cg02037307	chr5	134363562	0.60401306834473	0.37578278698328	0.0860644247066193	0.142487686470882	4.67717598150677e-20	0.677837393507765	0.449607112146315	0.108628481625852	0.160257434402824	7.5619945319597e-19	1.88035537081088e-16	4.92605487549444e-16	Constitutive	-;ENSG00000069011;PITX1;protein_coding	138	0.23717309327222	1.33017945959314e-07	ENSG00000069011	3.11052478583747	2.75830575085739e-11	2.75830575085739e-11
cg02362103	chr1	119532773	0.513858045527257	0.309824534927695	0.104954322957465	0.204247698116264	1.90327028471319e-19	0.61558816728779	0.411554656688227	0.127896675886101	0.207763376040184	1.25638224364904e-18	1.88035537081088e-16	5.73943521719558e-16	Constitutive	-;ENSG00000116874;WARS2;protein_coding	41066	0.290088358149353	8.65981876347521e-11	ENSG00000116874	0.152701210486222	2.00089181914065e-36	2.00089181914065e-36
cg02391713	chr6	105400985	0.677936947368696	0.41158403935704	0.163431160550769	0.24107132851381	1.64868991578061e-18	0.77838206455083	0.512029156539174	0.148581435569136	0.190884968109942	1.05222595403604e-18	2.80734467538112e-16	5.44771075144161e-16	Constitutive	+;ENSG00000187772;LIN28B;protein_coding	16494	0.179732071233357	6.7606207196544e-05	ENSG00000187772	7.98729617002111	2.48487098502883e-35	2.48487098502883e-35
cg02694427	chr2	176964512	0.497214940042899	0.343002339816305	0.110335833733669	0.221907720078061	1.3062056532387e-19	0.594071420980098	0.439858820753505	0.136679673701389	0.230072797435525	9.75105791446667e-19	1.88035537081088e-16	5.29048322314142e-16	Constitutive	+;ENSG00000170178;HOXD12;protein_coding	11	0.184935056947196	4.09762408730217e-05	ENSG00000170178	7.31883991693447	5.76838233070111e-42	5.76838233070111e-42
cg02749463	chr17	46646359	0.582893229733295	0.305109138381327	0.139909061518498	0.240025195664932	1.46725283497987e-17	0.577679404336465	0.299895312984496	0.197135822137954	0.341254717855812	2.13702501224692e-12	1.04294237991081e-15	3.20472837634158e-11	Hot	-;ENSG00000182742;HOXB4;protein_coding	6510	-0.0416656670218346	0.359240457756162	ENSG00000182742	-0.0320404725507632	5.63855063804385e-08	5.63855063804385e-08
cg02803819	chr7	27141067	0.664739546043118	0.318110126858962	0.13503029258758	0.203132630503709	8.32186775639081e-18	0.642907676624085	0.296278257439929	0.18016265534014	0.280230990997301	6.43180762981102e-14	7.12648768202146e-16	1.48606573847923e-12	Hot	-;ENSG00000105996;HOXA2;protein_coding	1094	-0.0405393743765287	0.372385091027674	ENSG00000105996	-0.566497672766851	3.84771614416976e-10	3.84771614416976e-10
cg02940147	chr11	124747263	0.673808406523283	0.326355028006845	0.111298071918794	0.16517762444234	1.14257126551043e-18	0.715635922712785	0.368182544196347	0.144827040631096	0.202375308497783	3.15224390377554e-17	2.38425968532343e-16	3.36068231964699e-15	Constitutive	-;ENSG00000154133;ROBO4;protein_coding	6324	-0.375329183696564	0	ENSG00000154133	-1.19238224269662	1.38266836732695e-33	1.38266836732695e-33
cg03045635	chr4	9783198	0.544921011617013	0.380756632815747	0.132406285082368	0.242982528219021	1.52552237638966e-19	0.540700420748991	0.376536041947725	0.186280787392208	0.344517555829099	3.92057508242698e-17	1.88035537081088e-16	3.92121861116526e-15	Hot	+;ENSG00000169676;DRD5;protein_coding	60	-0.0318854399211206	0.483118453171213	ENSG00000169676	0.132402673601788	9.28696222366475e-31	9.28696222366475e-31
cg03132824	chr4	3373006	0.698520364282426	0.393909664045583	0.128636637463659	0.184155887274388	5.45998743722258e-19	0.744612436257284	0.44000173602044	0.147253293923185	0.19775830586894	5.51451623133694e-18	1.95702255594892e-16	1.11948071305201e-15	Constitutive	+;ENSG00000109758;HGFAC;protein_coding	70689	0.238878411381171	9.82311370770416e-08	ENSG00000109758	2.62551254624475	4.75548132495496e-24	4.75548132495496e-24
cg03144922	chr4	111540992	0.518888424649051	0.321276435832676	0.123681256556682	0.23835809526939	9.00426461517033e-19	0.590530949349638	0.392918960533263	0.170103488928192	0.288051776313384	1.05041811690349e-16	2.18387879045158e-16	7.99296544613607e-15	Hot	-;ENSG00000164093;PITX2;protein_coding	2413	0.444415683527857	6.06668235210439e-25	ENSG00000164093	6.95341004625188	0.373949758604856	0.373949758604856
cg03146625	chr12	54448729	0.647115427278131	0.374581002328943	0.130720072249076	0.202004258805736	4.10965997137771e-19	0.682552875661843	0.410018450712655	0.181447352100707	0.265836330884644	3.59641729200979e-16	1.88827433476069e-16	2.03284574676731e-14	Hot	+;ENSG00000172789;HOXC5;protein_coding	21895	0.147616510302895	0.00109935097406294	ENSG00000172789	1.78569185154829	5.85692268407285e-32	5.85692268407285e-32
cg03190219	chr7	25898688	0.779712549628688	0.30229742785325	0.0805435788401358	0.103299066917022	2.22130446541407e-19	0.8095402781662	0.332125156390763	0.124613154589512	0.153930765337322	4.31879210425554e-17	1.88035537081088e-16	4.1924568499313e-15	Constitutive	+;ENSG00000050344;NFE2L3;protein_coding	293130	0.0758233610594301	0.0949793752483029	ENSG00000050344	0.531162936583338	3.38094155664198e-36	3.38094155664198e-36
cg03352106	chr12	21926476	0.651489405989135	0.386837320430979	0.136087153189164	0.208886210486488	9.81965434767693e-19	0.674300686629447	0.409648601071291	0.212313019843521	0.314864012529465	1.83944408746014e-13	2.25462110099285e-16	3.68358490494438e-12	Hot	-;ENSG00000121361;KCNJ8;protein_coding	8587	-0.472288721471247	0	ENSG00000121361	-0.625563116950984	1.08540144804112e-35	1.08540144804112e-35
cg03405909	chr11	31845639	0.583285685263283	0.366893053298095	0.123108654384604	0.211060647457918	1.70408390410578e-19	0.654708787390605	0.438316155425418	0.145182942048873	0.221751937418636	2.04242226404008e-19	1.88035537081088e-16	4.46906785933953e-16	Constitutive	+;ENSG00000285283;RP1-65P5.6;protein_coding	11701	NA	NA	ENSG00000285283	NA	NA	NA
cg03452625	chr3	11537620	0.734673465138679	0.344954459220992	0.128304582125895	0.174641644504849	1.37794066053884e-17	0.744041760834295	0.354322754916607	0.142174414020097	0.191083916930518	2.77701632930298e-16	9.99366540407099e-16	1.65644423564064e-14	Constitutive	-;ENSG00000144560;VGLL4;protein_coding	59923	-0.0184792383568818	0.684368069086895	ENSG00000144560	0.0552678464255494	3.41583748735974e-36	3.41583748735974e-36
cg03585912	chr6	10385776	0.529539918742932	0.33617744585212	0.0971672922500489	0.183493800582047	1.222039075289e-19	0.623623475513465	0.430261002622652	0.116721410475753	0.187166479548657	3.08647502304831e-19	1.88035537081088e-16	4.46906785933953e-16	Constitutive	-;ENSG00000137203;TFAP2A;protein_coding	7643	0.231269517575324	2.74020881340433e-07	ENSG00000137203	2.8397958598769	6.68130921216986e-14	6.68130921216986e-14
cg03599078	chr10	8078314	0.532283828929257	0.322255902028882	0.0906085030565575	0.170225917324646	3.15888665244916e-19	0.582843288243654	0.372815361343279	0.119311438951865	0.204705864094959	1.65882293546643e-18	1.88035537081088e-16	6.33559986437329e-16	Constitutive	+;ENSG00000107485;GATA3;protein_coding	9027	-0.35477742679137	8.47886154134063e-16	ENSG00000107485	-0.440727698914211	9.38125304023779e-21	9.38125304023779e-21
cg03631455	chr5	140595072	0.707966310246051	0.308285567144832	0.0959474379269202	0.135525429018754	5.45998743722258e-19	0.7329028501247	0.333222107023481	0.119388860834897	0.16289861721043	5.51451623133694e-18	1.95702255594892e-16	1.11948071305201e-15	Constitutive	+;ENSG00000187372;PCDHB13;protein_coding	1581	0.0200584942500168	0.659027858786351	ENSG00000187372	0.57061289148506	0.477476609184778	0.477476609184778
cg03662014	chr16	29086271	0.548938190197296	0.332272970030765	0.141565544074524	0.257889770838577	1.96556169945378e-17	0.614911657444715	0.398246437278184	0.150658223591395	0.245007915799579	9.54684965161045e-17	1.26522053387642e-15	7.46824611350008e-15	Cold	+;ENSG00000213658;LAT;protein_coding	90124	-0.0682743569016916	0.132800559266085	ENSG00000213658	0.794562917133693	1.72439167528019e-17	1.72439167528019e-17
cg03711485	chr10	101296036	0.579221736447696	0.302776476001852	0.135682626840573	0.2342498879146	4.60129301068638e-18	0.5912372967476	0.314792036301756	0.20064854814471	0.339370586477677	3.68811528432588e-12	4.85199977709664e-16	5.19501166543329e-11	Hot	+;ENSG00000119919;NKX2-3;protein_coding	3337	0.0344755863484022	0.448273399452223	ENSG00000119919	1.71654001328781	3.01141653447446e-30	3.01141653447446e-30
cg03730428	chr11	32009004	0.455886933898641	0.34758687427152	0.106355746252285	0.233294131381996	2.8301787328475e-19	0.491400267938015	0.383100208310893	0.140981365403013	0.28689720906053	1.98479996123537e-17	1.88035537081088e-16	2.45736103984584e-15	Hot	+;ENSG00000049449;RCN1;protein_coding	103616	0.111579336910102	0.0138848865966406	ENSG00000049449	0.295861978738133	2.00089181914065e-36	2.00089181914065e-36
cg03738025	chr6	105388694	0.636834460231067	0.412096414821568	0.119546011994228	0.187719131830354	2.27083107975492e-19	0.710159088644046	0.485421043234546	0.149064487857372	0.209902950255823	5.7952561205883e-18	1.88035537081088e-16	1.1569042920367e-15	Constitutive	+;ENSG00000187772;LIN28B;protein_coding	4203	0.0630656531825519	0.165103561892941	ENSG00000187772	7.98729617002111	6.34255031720953e-35	6.34255031720953e-35
cg03817667	chr7	54609953	0.533839676473688	0.392018216483228	0.122915487118942	0.230247942473792	1.59461221717129e-19	0.525527356153723	0.383705896163264	0.204901411562989	0.389896756398449	4.63090449253143e-15	1.88035537081088e-16	1.60158853286279e-13	Hot	+;ENSG00000170419;VSTM2A;protein_coding	65	-0.204170021688881	5.69784537857865e-06	ENSG00000170419	0.428857103336092	4.03223626054836e-48	4.03223626054836e-48
cg03964958	chr2	176964720	0.477452864703557	0.350438001018398	0.0887779111364165	0.185940681687055	4.89200570972866e-20	0.534698801988795	0.407683938303636	0.114779325617081	0.214661647249185	1.88984026978846e-19	1.88035537081088e-16	4.46906785933953e-16	Constitutive	+;ENSG00000170178;HOXD12;protein_coding	197	0.270430081742806	1.36410579326845e-09	ENSG00000170178	7.31883991693447	7.57245324705201e-42	7.57245324705201e-42
cg04014328	chr17	46653615	0.676414868088624	0.309403898764968	0.130599171187736	0.193075547787375	8.49914256615877e-18	0.63868485904147	0.271673889717814	0.17069770434652	0.267264366659171	1.1503079043065e-13	7.22673443637972e-16	2.45366598513117e-12	Hot	-;ENSG00000182742;HOXB4;protein_coding	746	-0.19860494010102	1.07189178583599e-05	ENSG00000182742	-0.0320404725507632	0.000102722127440862	0.000102722127440862
cg04177426	chrX	150863969	0.631984516935332	0.308610841453119	0.14421854219767	0.228199486432081	1.64371520192588e-13	0.65142314038327	0.328049464901057	0.193167589799361	0.296531667090777	1.45056081236461e-12	2.21096302071922e-12	2.2702772787054e-11	Hot	+;ENSG00000130032;PRRG3;protein_coding	890	-0.40581384041105	1.08225473826731e-20	ENSG00000130032	-1.17557705809463	1.2742587115519e-24	1.2742587115519e-24
cg04188862	chr15	88801474	0.583945496590827	0.324885613500014	0.135257685691665	0.231627243435085	2.47896679122726e-18	0.599251103153881	0.340191220063068	0.183374124850804	0.306005485656512	1.82256997833015e-15	3.4032304407883e-16	7.43568375017854e-14	Hot	-;ENSG00000259494;MRPL46;protein_coding	201234	0.0919014133279182	0.0428886978817229	ENSG00000259494	0.158977987830288	2.48381425885138e-36	2.48381425885138e-36
cg04223420	chr5	134363877	0.529001465325114	0.356560482843676	0.0948313890327967	0.179264889133181	5.7235968135125e-20	0.613258811777401	0.440817829295964	0.128240377515414	0.209112979793534	4.53700792528084e-19	1.88035537081088e-16	4.49265177858592e-16	Constitutive	-;ENSG00000069011;PITX1;protein_coding	453	0.282975904770044	2.54731348679616e-10	ENSG00000069011	3.11052478583747	8.30265174954929e-13	8.30265174954929e-13
cg04227922	chr2	119615496	0.505443353792401	0.350216833041404	0.10457396616222	0.20689552128362	2.17284543494682e-19	0.552331667675748	0.397105146924751	0.13166095135233	0.238372990464894	2.24374010557859e-18	1.88035537081088e-16	7.27223342811771e-16	Constitutive	-;ENSG00000163064;EN1;protein_coding	15749	0.0546544440278065	0.229101753587053	ENSG00000163064	2.25603227076407	6.69175292233048e-36	6.69175292233048e-36
cg04317962	chr16	79623625	0.536390118809169	0.318325252564106	0.140622754093232	0.262165071954394	2.523081902683e-17	0.64937704060526	0.431312174360198	0.137547596417949	0.211814689798312	6.01128402564475e-19	1.51894759796729e-15	4.71457268835047e-16	Cold	-;ENSG00000178573;MAF;protein_coding	3885	-0.375266522959987	1.06517578777416e-17	ENSG00000178573	-0.146856043677053	2.89808041723077e-36	2.89808041723077e-36
cg04360793	chr1	79472361	0.675035778151975	0.408163001312381	0.114547792346408	0.16969143866715	3.44877535438607e-19	0.71385515571295	0.446982378873356	0.153026139896828	0.214365811708674	7.80142636462887e-18	1.88035537081088e-16	1.36901724993652e-15	Constitutive	-;ENSG00000162618;ADGRL4;protein_coding	116912	-0.443537211223516	0	ENSG00000162618	-0.500955055853359	2.98882856572697e-36	2.98882856572697e-36
cg04415798	chr14	37128586	0.577966050023711	0.431089533204842	0.142156455567647	0.245959871798378	1.59461221717129e-19	0.639397241470839	0.49252072465197	0.19245175867113	0.300989347761999	7.6962397882222e-17	1.88035537081088e-16	6.38502557964437e-15	Hot	+;ENSG00000198807;PAX9;protein_coding	1813	0.283253453217537	2.44365587805727e-10	ENSG00000198807	1.66010958263036	5.47504250735268e-10	5.47504250735268e-10
cg04487296	chr7	149389669	0.72455371743776	0.357844302293072	0.136472944067864	0.188354487436036	2.63012240863305e-17	0.766751745900133	0.400042330755445	0.183352284476001	0.239128616865102	2.18856567322394e-15	1.5605983996633e-15	8.63360820085099e-14	Constitutive	+;ENSG00000133619;KRBA1;protein_coding	22203	0.161984852963352	0.00034207069315828	ENSG00000133619	0.162721537484276	7.68971625847932e-25	7.68971625847932e-25
cg04738965	chr3	147127662	0.521510105894751	0.374539055128254	0.10432839773368	0.200050577264816	7.48627363543753e-20	0.599598052596745	0.452627001830248	0.115980495291697	0.193430406902437	1.99025555632674e-19	1.88035537081088e-16	4.46906785933953e-16	Constitutive	+;ENSG00000152977;ZIC1;protein_coding	16453	-0.00529760478442139	0.907265844912966	ENSG00000152977	4.0985797263079	5.56592783527807e-24	5.56592783527807e-24
cg04864807	chr2	121412139	0.75315716433081	0.50150141076206	0.108066742571122	0.143484982536335	2.07903966482765e-19	0.770491494087445	0.518835740518695	0.155101253484575	0.201301707643475	1.63212486896332e-17	1.88035537081088e-16	2.16849223826218e-15	Constitutive	+;ENSG00000074047;GLI2;protein_coding	81060	-0.235741863217748	1.58763100095531e-07	ENSG00000074047	0.216158049617426	0.99384281371358	0.99384281371358
cg04904318	chr17	46607828	0.870067922259802	0.307547257089645	0.112387783098574	0.129171275280064	7.9781952820394e-18	0.86460776412618	0.302087098956024	0.150830472280682	0.174449592681047	1.16107424748317e-14	6.92198009722001e-16	3.44594134004813e-13	Constitutive	-;ENSG00000120094;HOXB1;protein_coding	1940	0.112625543078385	0.0129773056630372	ENSG00000120094	1.94931151120793	1.519577056548e-38	1.519577056548e-38
cg04967578	chr18	13641894	0.609920857878827	0.316731540960765	0.112275938644312	0.184082798930313	4.8953741478879e-19	0.59198697161973	0.298797654701668	0.156170763236132	0.263807770648794	7.58866950962588e-16	1.92540850236666e-16	3.68108559624002e-14	Hot	-;ENSG00000177150;FAM210A;protein_coding	21452	0.176021591282992	9.81620493543552e-05	ENSG00000177150	0.16239050419445	2.02161137001079e-36	2.02161137001079e-36
cg05047401	chr1	156131213	0.620463535476582	0.304005489614426	0.0951905702677478	0.153418476388997	3.02310699183463e-19	0.679399326659536	0.362941280797379	0.161150905553873	0.237196151409537	4.99095418810109e-16	1.88035537081088e-16	2.6237619730691e-14	Constitutive	+;ENSG00000196189;SEMA4A;protein_coding	14056	0.114597349595268	0.0115007552121432	ENSG00000196189	-0.127880596769568	5.70309890157079e-36	5.70309890157079e-36
cg05139788	chr6	50690647	0.550133954021502	0.310353665590565	0.112007934645164	0.203601202627799	1.98923756925876e-19	0.596750080773935	0.356969792342998	0.150523616117016	0.25223895390479	3.82681988056472e-17	1.88035537081088e-16	3.85470349948084e-15	Hot	+;ENSG00000008197;TFAP2D;protein_coding	9408	0.340754237273419	1.11751980860464e-14	ENSG00000008197	6.12577191053587	5.05171505554268e-11	5.05171505554268e-11
cg05336395	chr13	53421688	0.608156754438907	0.344567000435751	0.0726125057885589	0.119397680381848	7.15909434292085e-20	0.662654980898345	0.399065226895189	0.0746931837034714	0.112718059709159	1.18426665557335e-19	1.88035537081088e-16	4.46906785933953e-16	Constitutive	-;ENSG00000136099;PCDH8;protein_coding	4664	0.0120956340461406	0.790257488846669	ENSG00000136099	3.69994917699158	2.17619174095162e-32	2.17619174095162e-32
cg05408649	chr12	54446019	0.72297196861211	0.332628527999672	0.105839835400772	0.146395489722724	1.35805597959432e-18	0.753254261606116	0.362910820993678	0.164329915614526	0.218159954733129	4.13946572296179e-16	2.56499018387232e-16	2.27171607532889e-14	Constitutive	+;ENSG00000172789;HOXC5;protein_coding	19185	0.254812844247317	1.21719792458394e-08	ENSG00000172789	1.78569185154829	1.32124871919743e-33	1.32124871919743e-33
cg05877497	chr2	66667946	0.548285712550203	0.302482085430484	0.12001468217137	0.218890770677124	3.13621497355045e-18	0.643275087695838	0.397471460576119	0.154821669807513	0.24067723555419	2.59525978186781e-17	3.86119049890973e-16	2.92513251424438e-15	Constitutive	+;ENSG00000143995;MEIS1;protein_coding	7362	-0.26693099105442	2.60767649361746e-09	ENSG00000143995	-0.664709046466128	1.02408075297387e-24	1.02408075297387e-24
cg05937737	chr3	170303540	0.586950535140498	0.349577074941279	0.0958434107388847	0.16329043931435	1.33551472908538e-19	0.64700961152923	0.409636151330011	0.125412666785942	0.193834317993398	3.89192390008524e-18	1.88035537081088e-16	9.38766650114045e-16	Constitutive	-;ENSG00000013293;SLC7A14;protein_coding	126203	-0.113316563232122	0.0124286857646815	ENSG00000013293	0.823724445795677	2.74370071946553e-37	2.74370071946553e-37
cg06188545	chr1	156863643	0.665050078047747	0.338213375111903	0.112209323841076	0.168723119573891	6.78913607567726e-19	0.722181383445535	0.395344680509691	0.124802559528071	0.172813315863443	1.78912123765457e-18	2.02480359925686e-16	6.52493833325653e-16	Constitutive	+;ENSG00000187800;PEAR1;protein_coding	153	-0.337219847902405	2.93523333639545e-14	ENSG00000187800	-1.1408886255937	1.57978537943027e-13	1.57978537943027e-13
cg06299284	chr11	636659	0.596673107788899	0.352187682186883	0.147545052420531	0.247279541334268	3.13621497355045e-18	0.6504571604155	0.405971734813484	0.175674418534996	0.270078383675227	4.99203486580922e-17	3.86119049890973e-16	4.6292912412239e-15	Hot	+;ENSG00000069696;DRD4;protein_coding	610	0.0366807714592384	0.419628770008499	ENSG00000069696	0.632597655412194	0.000577061730427568	0.000577061730427568
cg06335867	chr7	8482325	0.644624223848557	0.387878855458338	0.124848661070277	0.193676651375124	5.82914573331358e-19	0.673755505351739	0.417010136961521	0.169643598782388	0.251788070650085	3.92057508242698e-17	1.97664435348017e-16	3.92121861116526e-15	Hot	+;ENSG00000122584;NXPH1;protein_coding	9086	0.206883187349416	4.24673725739693e-06	ENSG00000122584	4.97417182778179	6.60660947800757e-33	6.60660947800757e-33
cg06365535	chr17	59534102	0.591143469579418	0.304078043244262	0.0989541813695436	0.167394526814187	2.32467841139719e-18	0.664486290167115	0.377420863831959	0.0994832687062392	0.149714554202796	3.24949026930921e-19	3.30245249286236e-16	4.46906785933953e-16	Constitutive	+;ENSG00000121075;TBX4;protein_coding	4337	-0.350309053593769	2.21027724734866e-15	ENSG00000121075	-1.10722304556943	3.06201143191142e-21	3.06201143191142e-21
